English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Russian Word	Russian Synonyms
descendant	0	0	0	0	0	0	0	0	0	0	потомок	
descendent	0	0	0	0	0	0	0	0	0	0	потомок	
descending	0	0	0	0	0	0	0	0	0	0	нисходящий	
describe	0	0	0	0	0	0	0	0	0	0	описывать	
description	0	0	0	0	0	0	0	0	0	0	описание	
deserving	0	0	0	0	0	0	0	0	0	0	заслуживающий	
design	0	0	0	0	0	0	0	0	0	0	дизайн	
designate	0	0	0	0	0	0	0	0	0	0	обозначать	
designed	0	0	0	0	0	0	0	0	0	0	разработан	
designing	0	0	0	0	0	0	0	0	0	0	проектирование	
desirability	0	0	0	0	0	0	0	0	0	0	желательность	
desk	0	0	0	0	0	0	0	0	0	0	стол письменный	
despatch	0	0	0	0	0	0	0	0	0	0	отправка	
desperation	0	0	0	0	0	0	0	0	0	0	отчаяние	
dessert	0	0	0	0	0	0	0	0	0	0	Десерт	
destiny	0	0	0	0	0	0	0	0	0	0	судьба	
detach	0	0	0	0	0	0	0	0	0	0	отделить	
detached	0	0	0	0	0	0	0	0	0	0	отстраненный	
detail	0	0	0	0	0	0	0	0	0	0	деталь	
details	0	0	0	0	0	0	0	0	0	0	Детали	
detectable	0	0	0	0	0	0	0	0	0	0	обнаруживаемый	
detective	0	0	0	0	0	0	0	0	0	0	детектив	
detector	0	0	0	0	0	0	0	0	0	0	детектор	
deter	0	0	0	0	0	0	0	0	0	0	сдерживать	
detergent	0	0	0	0	0	0	0	0	0	0	моющее средство	
determinable	0	0	0	0	0	0	0	0	0	0	определяемый	
detour	0	0	0	0	0	0	0	0	0	0	объезд	
deuce	0	0	0	0	0	0	0	0	0	0	двойка	
developing	0	0	0	0	0	0	0	0	0	0	развитие	
development	0	0	0	0	0	0	0	0	0	0	разработка	
deviate	0	0	0	0	0	0	0	0	0	0	отклоняться	
deviating	0	0	0	0	0	0	0	0	0	0	отклоняющийся	
device	0	0	0	0	0	0	0	0	0	0	устройство	
devise	0	0	0	0	0	0	0	0	0	0	разработать	
devoid	0	0	0	0	0	0	0	0	0	0	лишенный	
devolve	0	0	0	0	0	0	0	0	0	0	передавать	
devote	0	0	0	0	0	0	0	0	0	0	посвящать	
devotee	0	0	0	0	0	0	0	0	0	0	преданный	
dew	0	0	0	0	0	0	0	0	0	0	роса	
dexter	0	0	0	0	0	0	0	0	0	0	Декстер	
dextrose	0	0	0	0	0	0	0	0	0	0	декстроза	
diagnostic	0	0	0	0	0	0	0	0	0	0	диагностика	
diagnostics	0	0	0	0	0	0	0	0	0	0	диагностика	
diagram	0	0	0	0	0	0	0	0	0	0	диаграмма	
dial	0	0	0	0	0	0	0	0	0	0	набирать номер	
dialect	0	0	0	0	0	0	0	0	0	0	диалект	
dialectic	0	0	0	0	0	0	0	0	0	0	диалектика	
dialogue	0	0	0	0	0	0	0	0	0	0	диалог	
diameter	0	0	0	0	0	0	0	0	0	0	диаметр	
diamonds	0	0	0	0	0	0	0	0	0	0	бриллианты	
diaphragm	0	0	0	0	0	0	0	0	0	0	диафрагма	
dice	0	0	0	0	0	0	0	0	0	0	игральная кость	
dichotomous	0	0	0	0	0	0	0	0	0	0	дихотомический	
dichotomy	0	0	0	0	0	0	0	0	0	0	дихотомия	
dictate	0	0	0	0	0	0	0	0	0	0	диктовать	
dictation	0	0	0	0	0	0	0	0	0	0	диктант	
diction	0	0	0	0	0	0	0	0	0	0	дикция	
diet	0	0	0	0	0	0	0	0	0	0	диета	
differ	0	0	0	0	0	0	0	0	0	0	отличаться	
difference	0	0	0	0	0	0	0	0	0	0	разница	
differences	0	0	0	0	0	0	0	0	0	0	различия	
differentiation	0	0	0	0	0	0	0	0	0	0	дифференциация	
differing	0	0	0	0	0	0	0	0	0	0	отличающийся	
diffuse	0	0	0	0	0	0	0	0	0	0	диффузный	
diffusion	0	0	0	0	0	0	0	0	0	0	распространение	
dig	0	0	0	0	0	0	0	0	0	0	копать землю	
digest	0	0	0	0	0	0	0	0	0	0	переваривать	
digestion	0	0	0	0	0	0	0	0	0	0	пищеварение	
digs	0	0	0	0	0	0	0	0	0	0	копает	
dilatation	0	0	0	0	0	0	0	0	0	0	расширение	
dilation	0	0	0	0	0	0	0	0	0	0	расширение	
dilemma	0	0	0	0	0	0	0	0	0	0	дилемма	
diligent	0	0	0	0	0	0	0	0	0	0	прилежный	
diluent	0	0	0	0	0	0	0	0	0	0	разбавитель	
diluted	0	0	0	0	0	0	0	0	0	0	разбавленный	
dilution	0	0	0	0	0	0	0	0	0	0	разбавление	
dime	0	0	0	0	0	0	0	0	0	0	десять центов	
dimension	0	0	0	0	0	0	0	0	0	0	измерение	
diminution	0	0	0	0	0	0	0	0	0	0	уменьшение	
diminutive	0	0	0	0	0	0	0	0	0	0	уменьшительный	
dine	0	0	0	0	0	0	0	0	0	0	обедать	
diner	0	0	0	0	0	0	0	0	0	0	закусочная	
dint	0	0	0	0	0	0	0	0	0	0	вмятина	
diocesan	0	0	0	0	0	0	0	0	0	0	епархиальный	
diocese	0	0	0	0	0	0	0	0	0	0	епархия	
diorama	0	0	0	0	0	0	0	0	0	0	диорама	
dip	0	0	0	0	0	0	0	0	0	0	окунать	
diploma	0	0	0	0	0	0	0	0	0	0	диплом	
diplomat	0	0	0	0	0	0	0	0	0	0	дипломат	
directed	0	0	0	0	0	0	0	0	0	0	направленный	
direction	0	0	0	0	0	0	0	0	0	0	направление	
directly	0	0	0	0	0	0	0	0	0	0	напрямую	
directory	0	0	0	0	0	0	0	0	0	0	каталог	
disadvantage	0	0	0	0	0	0	0	0	0	0	недостаток	
disagreeable	0	0	0	0	0	0	0	0	0	0	неприятный	
disallow	0	0	0	0	0	0	0	0	0	0	запрещать	
disappearance	0	0	0	0	0	0	0	0	0	0	исчезновение	
disappearing	0	0	0	0	0	0	0	0	0	0	исчезновение	
disarm	0	0	0	0	0	0	0	0	0	0	обезоружить	
disarray	0	0	0	0	0	0	0	0	0	0	беспорядок	
disband	0	0	0	0	0	0	0	0	0	0	распустить	
disbelief	0	0	0	0	0	0	0	0	0	0	неверие	
disburse	0	0	0	0	0	0	0	0	0	0	выплачивать	
disbursement	0	0	0	0	0	0	0	0	0	0	выплата	
disc	0	0	0	0	0	0	0	0	0	0	диск	
discarded	0	0	0	0	0	0	0	0	0	0	отброшенный	
discern	0	0	0	0	0	0	0	0	0	0	различать	
discernible	0	0	0	0	0	0	0	0	0	0	различимый	
discerning	0	0	0	0	0	0	0	0	0	0	проницательный	
discernment	0	0	0	0	0	0	0	0	0	0	проницательность	
disclaimer	0	0	0	0	0	0	0	0	0	0	отказ от ответственности	
disclose	0	0	0	0	0	0	0	0	0	0	раскрывать	
disclosure	0	0	0	0	0	0	0	0	0	0	раскрытие информации	
discontinuance	0	0	0	0	0	0	0	0	0	0	прекращение	
discontinuous	0	0	0	0	0	0	0	0	0	0	прерывистый	
discount	0	0	0	0	0	0	0	0	0	0	скидка	
discounted	0	0	0	0	0	0	0	0	0	0	со скидкой	
discouraged	0	0	0	0	0	0	0	0	0	0	обескураженный	
discourse	0	0	0	0	0	0	0	0	0	0	дискурс	
discover	0	0	0	0	0	0	0	0	0	0	обнаружить	
discrepancy	0	0	0	0	0	0	0	0	0	0	несоответствие	
discrete	0	0	0	0	0	0	0	0	0	0	дискретный	
discus	0	0	0	0	0	0	0	0	0	0	дискус	
discuss	0	0	0	0	0	0	0	0	0	0	обсуждать	
disengage	0	0	0	0	0	0	0	0	0	0	отключаться	
disguise	0	0	0	0	0	0	0	0	0	0	маскировка	
disguised	0	0	0	0	0	0	0	0	0	0	замаскированный	
dish	0	0	0	0	0	0	0	0	0	0	блюдо	
disinfect	0	0	0	0	0	0	0	0	0	0	дезинфицировать	
disinfectant	0	0	0	0	0	0	0	0	0	0	дезинфицирующее средство	
disjoint	0	0	0	0	0	0	0	0	0	0	непересекающийся	
disjointed	0	0	0	0	0	0	0	0	0	0	разрозненный	
disjunctive	0	0	0	0	0	0	0	0	0	0	разделительный	
disk	0	0	0	0	0	0	0	0	0	0	диск	
diskette	0	0	0	0	0	0	0	0	0	0	дискета	
dislocation	0	0	0	0	0	0	0	0	0	0	вывих	
dislodge	0	0	0	0	0	0	0	0	0	0	вытеснять	
dismiss	0	0	0	0	0	0	0	0	0	0	увольнять	
dismount	0	0	0	0	0	0	0	0	0	0	спешиться	
disparate	0	0	0	0	0	0	0	0	0	0	разрозненный	
dispatch	0	0	0	0	0	0	0	0	0	0	отправлять	
dispensation	0	0	0	0	0	0	0	0	0	0	диспенсация	
dispense	0	0	0	0	0	0	0	0	0	0	распределять	
disperse	0	0	0	0	0	0	0	0	0	0	рассеивать	
dispersed	0	0	0	0	0	0	0	0	0	0	рассеянный	
displacement	0	0	0	0	0	0	0	0	0	0	смещение	
display	0	0	0	0	0	0	0	0	0	0	отображать	
disposition	0	0	0	0	0	0	0	0	0	0	расположение	
disprove	0	0	0	0	0	0	0	0	0	0	опровергнуть	
disrepute	0	0	0	0	0	0	0	0	0	0	дискредитировать	
dissatisfied	0	0	0	0	0	0	0	0	0	0	недоволен	
dissect	0	0	0	0	0	0	0	0	0	0	препарировать	
dissemination	0	0	0	0	0	0	0	0	0	0	распространение	
dissent	0	0	0	0	0	0	0	0	0	0	несогласие	
dissertation	0	0	0	0	0	0	0	0	0	0	диссертация	
dissimilar	0	0	0	0	0	0	0	0	0	0	непохожий	
dissipate	0	0	0	0	0	0	0	0	0	0	рассеять	
dissipated	0	0	0	0	0	0	0	0	0	0	рассеянный	
dissociation	0	0	0	0	0	0	0	0	0	0	диссоциация	
dissolve	0	0	0	0	0	0	0	0	0	0	растворяться	
dissuade	0	0	0	0	0	0	0	0	0	0	отговорить	
distal	0	0	0	0	0	0	0	0	0	0	дистальный	
distance	0	0	0	0	0	0	0	0	0	0	расстояние	
distant	0	0	0	0	0	0	0	0	0	0	далекий	
distillate	0	0	0	0	0	0	0	0	0	0	дистиллят	
distinctive	0	0	0	0	0	0	0	0	0	0	отличительный	
distinguish	0	0	0	0	0	0	0	0	0	0	выделить	
distinguishable	0	0	0	0	0	0	0	0	0	0	различимый	
distinguished	0	0	0	0	0	0	0	0	0	0	выдающийся	
distinguishing	0	0	0	0	0	0	0	0	0	0	отличительный	
distribute	0	0	0	0	0	0	0	0	0	0	распространять	
distribution	0	0	0	0	0	0	0	0	0	0	распределение	
district	0	0	0	0	0	0	0	0	0	0	округ	
ditch	0	0	0	0	0	0	0	0	0	0	канава	
ditto	0	0	0	0	0	0	0	0	0	0	то же самое	
diurnal	0	0	0	0	0	0	0	0	0	0	дневной	
dive	0	0	0	0	0	0	0	0	0	0	нырять	
diver	0	0	0	0	0	0	0	0	0	0	водолаз	
diverge	0	0	0	0	0	0	0	0	0	0	расходиться	
divergence	0	0	0	0	0	0	0	0	0	0	расхождение	
diverging	0	0	0	0	0	0	0	0	0	0	расходящийся	
divers	0	0	0	0	0	0	0	0	0	0	водолазы	
diversify	0	0	0	0	0	0	0	0	0	0	диверсифицировать	
diversity	0	0	0	0	0	0	0	0	0	0	разнообразие	
divert	0	0	0	0	0	0	0	0	0	0	отвлечь	
diverting	0	0	0	0	0	0	0	0	0	0	отвлекающий	
divest	0	0	0	0	0	0	0	0	0	0	лишить	
divide	0	0	0	0	0	0	0	0	0	0	разделять	
divided	0	0	0	0	0	0	0	0	0	0	разделенный	
dividend	0	0	0	0	0	0	0	0	0	0	дивиденд	
divine	0	0	0	0	0	0	0	0	0	0	божественный	
divisible	0	0	0	0	0	0	0	0	0	0	делимый	
division	0	0	0	0	0	0	0	0	0	0	разделение	
divisor	0	0	0	0	0	0	0	0	0	0	делитель	
divulge	0	0	0	0	0	0	0	0	0	0	разглашать	
docile	0	0	0	0	0	0	0	0	0	0	послушный	
dock	0	0	0	0	0	0	0	0	0	0	док	
docket	0	0	0	0	0	0	0	0	0	0	дело	
doctrinal	0	0	0	0	0	0	0	0	0	0	доктринальный	
document	0	0	0	0	0	0	0	0	0	0	документ	
documentary	0	0	0	0	0	0	0	0	0	0	документальный	
dodge	0	0	0	0	0	0	0	0	0	0	уклоняться	
dodging	0	0	0	0	0	0	0	0	0	0	уклонение	
doe	0	0	0	0	0	0	0	0	0	0	лань	
dog	0	0	0	0	0	0	0	0	0	0	собака	
dogmatic	0	0	0	0	0	0	0	0	0	0	догматический	
doings	0	0	0	0	0	0	0	0	0	0	дела	
dollar	0	0	0	0	0	0	0	0	0	0	доллар	
domain	0	0	0	0	0	0	0	0	0	0	домен	
dome	0	0	0	0	0	0	0	0	0	0	купол	
domestic	0	0	0	0	0	0	0	0	0	0	одомашненный	
domesticated	0	0	0	0	0	0	0	0	0	0	одомашненный	
domestication	0	0	0	0	0	0	0	0	0	0	приручение	
domicile	0	0	0	0	0	0	0	0	0	0	местожительство	
domiciled	0	0	0	0	0	0	0	0	0	0	постоянно проживающий	
dominance	0	0	0	0	0	0	0	0	0	0	господство	
dominating	0	0	0	0	0	0	0	0	0	0	доминирующий	
domino	0	0	0	0	0	0	0	0	0	0	домино	
donor	0	0	0	0	0	0	0	0	0	0	донор	
door	0	0	0	0	0	0	0	0	0	0	дверь	
doorbell	0	0	0	0	0	0	0	0	0	0	дверной звонок	
doorway	0	0	0	0	0	0	0	0	0	0	дверной проем	
dormant	0	0	0	0	0	0	0	0	0	0	бездействующий	
dormitory	0	0	0	0	0	0	0	0	0	0	общежитие	
dorsal	0	0	0	0	0	0	0	0	0	0	спинной	
dose	0	0	0	0	0	0	0	0	0	0	доза	
dot	0	0	0	0	0	0	0	0	0	0	точка	
double	0	0	0	0	0	0	0	0	0	0	двойной	
doubled	0	0	0	0	0	0	0	0	0	0	удвоенный	
doublet	0	0	0	0	0	0	0	0	0	0	дублет	
doubling	0	0	0	0	0	0	0	0	0	0	удвоение	
dough	0	0	0	0	0	0	0	0	0	0	тесто	
doughnut	0	0	0	0	0	0	0	0	0	0	пончик	
downcast	0	0	0	0	0	0	0	0	0	0	подавленный	
downhill	0	0	0	0	0	0	0	0	0	0	под гору	
downpour	0	0	0	0	0	0	0	0	0	0	ливень	
dowry	0	0	0	0	0	0	0	0	0	0	приданое	
doze	0	0	0	0	0	0	0	0	0	0	дремать	
dozen	0	0	0	0	0	0	0	0	0	0	дюжина	
drag	0	0	0	0	0	0	0	0	0	0	тяга	
drain	0	0	0	0	0	0	0	0	0	0	осушать	
drained	0	0	0	0	0	0	0	0	0	0	осушенный	
drake	0	0	0	0	0	0	0	0	0	0	селезень	
drama	0	0	0	0	0	0	0	0	0	0	драма	
dramatic	0	0	0	0	0	0	0	0	0	0	драматический	
drape	0	0	0	0	0	0	0	0	0	0	драпировать	
drapery	0	0	0	0	0	0	0	0	0	0	драпировка	
drastic	0	0	0	0	0	0	0	0	0	0	резкий	
draught	0	0	0	0	0	0	0	0	0	0	черновик	
draw	0	0	0	0	0	0	0	0	0	0	рисовать	
drawer	0	0	0	0	0	0	0	0	0	0	ящик стола	
drawers	0	0	0	0	0	0	0	0	0	0	ящики	
drawing	0	0	0	0	0	0	0	0	0	0	Рисование	
dream	0	0	0	0	0	0	0	0	0	0	мечтать	
dreamer	0	0	0	0	0	0	0	0	0	0	мечтатель	
dreaming	0	0	0	0	0	0	0	0	0	0	сновидение	
dreamy	0	0	0	0	0	0	0	0	0	0	мечтательный	
dredge	0	0	0	0	0	0	0	0	0	0	драгировать	
drenched	0	0	0	0	0	0	0	0	0	0	промокший	
dresser	0	0	0	0	0	0	0	0	0	0	комод	
dribble	0	0	0	0	0	0	0	0	0	0	дриблинг	
dried	0	0	0	0	0	0	0	0	0	0	сушеный	
drier	0	0	0	0	0	0	0	0	0	0	сушилка	
drift	0	0	0	0	0	0	0	0	0	0	дрейф	
drifted	0	0	0	0	0	0	0	0	0	0	дрейфовал	
drill	0	0	0	0	0	0	0	0	0	0	сверлить	
drink	0	0	0	0	0	0	0	0	0	0	напиток	
drip	0	0	0	0	0	0	0	0	0	0	капать	
dripping	0	0	0	0	0	0	0	0	0	0	капает	
driver	0	0	0	0	0	0	0	0	0	0	Водитель	
driveway	0	0	0	0	0	0	0	0	0	0	дорога	
drizzle	0	0	0	0	0	0	0	0	0	0	морось	
droll	0	0	0	0	0	0	0	0	0	0	забавный	
drop	0	0	0	0	0	0	0	0	0	0	уронить	
droplet	0	0	0	0	0	0	0	0	0	0	капелька	
drove	0	0	0	0	0	0	0	0	0	0	водил	
drowsy	0	0	0	0	0	0	0	0	0	0	сонный	
drug	0	0	0	0	0	0	0	0	0	0	лекарство	
drugstore	0	0	0	0	0	0	0	0	0	0	аптека	
druid	0	0	0	0	0	0	0	0	0	0	друид	
drum	0	0	0	0	0	0	0	0	0	0	барабан	
drummer	0	0	0	0	0	0	0	0	0	0	барабанщик	
drumming	0	0	0	0	0	0	0	0	0	0	барабанная дробь	
dry	0	0	0	0	0	0	0	0	0	0	сухой	
dryness	0	0	0	0	0	0	0	0	0	0	сухость	
dual	0	0	0	0	0	0	0	0	0	0	двойной	
dualism	0	0	0	0	0	0	0	0	0	0	дуализм	
duality	0	0	0	0	0	0	0	0	0	0	двойственность	
dub	0	0	0	0	0	0	0	0	0	0	дабл	
ducking	0	0	0	0	0	0	0	0	0	0	ныряние	
duct	0	0	0	0	0	0	0	0	0	0	воздуховод	
ductile	0	0	0	0	0	0	0	0	0	0	пластичный	
duds	0	0	0	0	0	0	0	0	0	0	безделушки	
due	0	0	0	0	0	0	0	0	0	0	в связи	
dues	0	0	0	0	0	0	0	0	0	0	взносы	
dugout	0	0	0	0	0	0	0	0	0	0	землянка	
dump	0	0	0	0	0	0	0	0	0	0	свалка	
dune	0	0	0	0	0	0	0	0	0	0	дюна	
duo	0	0	0	0	0	0	0	0	0	0	дуэт	
duplex	0	0	0	0	0	0	0	0	0	0	дуплекс	
duplicate	0	0	0	0	0	0	0	0	0	0	дубликат	
duplication	0	0	0	0	0	0	0	0	0	0	дублирование	
duration	0	0	0	0	0	0	0	0	0	0	продолжительность	
dusk	0	0	0	0	0	0	0	0	0	0	сумерки	
dusky	0	0	0	0	0	0	0	0	0	0	сумрачный	
duster	0	0	0	0	0	0	0	0	0	0	тряпка	
dusty	0	0	0	0	0	0	0	0	0	0	пыльный	
dwarf	0	0	0	0	0	0	0	0	0	0	карлик	
dwell	0	0	0	0	0	0	0	0	0	0	жить	
dweller	0	0	0	0	0	0	0	0	0	0	обитатель	
dwelling	0	0	0	0	0	0	0	0	0	0	жилище	
dye	0	0	0	0	0	0	0	0	0	0	краситель	
dyke	0	0	0	0	0	0	0	0	0	0	дамба	
dynamical	0	0	0	0	0	0	0	0	0	0	динамичный	
dynamics	0	0	0	0	0	0	0	0	0	0	динамика	
dynamite	0	0	0	0	0	0	0	0	0	0	динамит	
dynasty	0	0	0	0	0	0	0	0	0	0	династия	
dyspepsia	0	0	0	0	0	0	0	0	0	0	диспепсия	
ear	0	0	0	0	0	0	0	0	0	0	ухо	
earlier	0	0	0	0	0	0	0	0	0	0	ранее	
early	0	0	0	0	0	0	0	0	0	0	рано	
earnings	0	0	0	0	0	0	0	0	0	0	заработок	
earring	0	0	0	0	0	0	0	0	0	0	серьга	
earshot	0	0	0	0	0	0	0	0	0	0	слышимость	
earth	0	0	0	0	0	0	0	0	0	0	земной шар	
earthenware	0	0	0	0	0	0	0	0	0	0	глиняная посуда	
earthly	0	0	0	0	0	0	0	0	0	0	земной	
earthy	0	0	0	0	0	0	0	0	0	0	землистый	
easel	0	0	0	0	0	0	0	0	0	0	мольберт	
easily	0	0	0	0	0	0	0	0	0	0	без труда	
easy	0	0	0	0	0	0	0	0	0	0	легкий	
eating	0	0	0	0	0	0	0	0	0	0	принимать пищу	
ebb	0	0	0	0	0	0	0	0	0	0	отлив	
ebony	0	0	0	0	0	0	0	0	0	0	черное дерево	
eccentric	0	0	0	0	0	0	0	0	0	0	эксцентричный	
eccentricity	0	0	0	0	0	0	0	0	0	0	эксцентриситет	
ecclesiastical	0	0	0	0	0	0	0	0	0	0	церковный	
echo	0	0	0	0	0	0	0	0	0	0	эхо	
eclectic	0	0	0	0	0	0	0	0	0	0	эклектичный	
eclipse	0	0	0	0	0	0	0	0	0	0	затмение	
ecliptic	0	0	0	0	0	0	0	0	0	0	эклиптика	
economical	0	0	0	0	0	0	0	0	0	0	экономичный	
economics	0	0	0	0	0	0	0	0	0	0	экономика	
ecumenical	0	0	0	0	0	0	0	0	0	0	вселенский	
eddy	0	0	0	0	0	0	0	0	0	0	Эдди	
edge	0	0	0	0	0	0	0	0	0	0	край	
edging	0	0	0	0	0	0	0	0	0	0	окантовка	
edible	0	0	0	0	0	0	0	0	0	0	съедобный	
edifice	0	0	0	0	0	0	0	0	0	0	здание	
edit	0	0	0	0	0	0	0	0	0	0	редактировать	
editor	0	0	0	0	0	0	0	0	0	0	редактор	
editorial	0	0	0	0	0	0	0	0	0	0	редакционный	
education	0	0	0	0	0	0	0	0	0	0	образование	
effect	0	0	0	0	0	0	0	0	0	0	эффект	
effects	0	0	0	0	0	0	0	0	0	0	последствия	
effectual	0	0	0	0	0	0	0	0	0	0	действенный	
effectually	0	0	0	0	0	0	0	0	0	0	эффективно	
effectuate	0	0	0	0	0	0	0	0	0	0	осуществлять	
efficacious	0	0	0	0	0	0	0	0	0	0	эффективный	
effusion	0	0	0	0	0	0	0	0	0	0	излияние	
egg	0	0	0	0	0	0	0	0	0	0	яйцо	
ego	0	0	0	0	0	0	0	0	0	0	эго	
egress	0	0	0	0	0	0	0	0	0	0	выход	
eighth	0	0	0	0	0	0	0	0	0	0	восьмой	
eighty	0	0	0	0	0	0	0	0	0	0	восемьдесят	
ejaculate	0	0	0	0	0	0	0	0	0	0	эякулировать	
elaborate	0	0	0	0	0	0	0	0	0	0	разрабатывать	
elan	0	0	0	0	0	0	0	0	0	0	порыв	
elapse	0	0	0	0	0	0	0	0	0	0	истекать	
elapsed	0	0	0	0	0	0	0	0	0	0	истекший	
elastic	0	0	0	0	0	0	0	0	0	0	эластичный	
elasticity	0	0	0	0	0	0	0	0	0	0	эластичность	
eld	0	0	0	0	0	0	0	0	0	0	поле	
eldest	0	0	0	0	0	0	0	0	0	0	старший	
election	0	0	0	0	0	0	0	0	0	0	выборы	
elector	0	0	0	0	0	0	0	0	0	0	выборщик	
element	0	0	0	0	0	0	0	0	0	0	элемент	
elementary	0	0	0	0	0	0	0	0	0	0	элементарный	
elements	0	0	0	0	0	0	0	0	0	0	элементы	
elephant	0	0	0	0	0	0	0	0	0	0	слон	
elevate	0	0	0	0	0	0	0	0	0	0	поднять	
elevator	0	0	0	0	0	0	0	0	0	0	лифт	
eleven	0	0	0	0	0	0	0	0	0	0	одиннадцать	
eleventh	0	0	0	0	0	0	0	0	0	0	одиннадцатый	
elicit	0	0	0	0	0	0	0	0	0	0	выявлять	
elk	0	0	0	0	0	0	0	0	0	0	лось	
ell	0	0	0	0	0	0	0	0	0	0	хорошо	
ellipse	0	0	0	0	0	0	0	0	0	0	эллипс	
ellipsis	0	0	0	0	0	0	0	0	0	0	многоточие	
ellipsoid	0	0	0	0	0	0	0	0	0	0	эллипсоид	
elliptic	0	0	0	0	0	0	0	0	0	0	эллиптический	
elliptical	0	0	0	0	0	0	0	0	0	0	эллиптический	
elongate	0	0	0	0	0	0	0	0	0	0	удлиняться	
elongation	0	0	0	0	0	0	0	0	0	0	удлинение	
elucidation	0	0	0	0	0	0	0	0	0	0	разъяснение	
elude	0	0	0	0	0	0	0	0	0	0	ускользать	
emanate	0	0	0	0	0	0	0	0	0	0	исходить	
embankment	0	0	0	0	0	0	0	0	0	0	набережная	
embark	0	0	0	0	0	0	0	0	0	0	садиться	
embassy	0	0	0	0	0	0	0	0	0	0	посольство	
embed	0	0	0	0	0	0	0	0	0	0	вставлять	
embellish	0	0	0	0	0	0	0	0	0	0	украшать	
embellishment	0	0	0	0	0	0	0	0	0	0	украшение	
embers	0	0	0	0	0	0	0	0	0	0	угли	
emblem	0	0	0	0	0	0	0	0	0	0	эмблема	
emblematic	0	0	0	0	0	0	0	0	0	0	символический	
embodiment	0	0	0	0	0	0	0	0	0	0	воплощение	
embossed	0	0	0	0	0	0	0	0	0	0	рельефный	
embroidered	0	0	0	0	0	0	0	0	0	0	вышитый	
embroidery	0	0	0	0	0	0	0	0	0	0	вышивка	
embryo	0	0	0	0	0	0	0	0	0	0	зародыш	
embryonic	0	0	0	0	0	0	0	0	0	0	эмбриональный	
emerald	0	0	0	0	0	0	0	0	0	0	изумруд	
emerge	0	0	0	0	0	0	0	0	0	0	появляться	
emergence	0	0	0	0	0	0	0	0	0	0	появление	
emigrate	0	0	0	0	0	0	0	0	0	0	эмигрировать	
emigration	0	0	0	0	0	0	0	0	0	0	эмиграция	
emission	0	0	0	0	0	0	0	0	0	0	эмиссия	
emit	0	0	0	0	0	0	0	0	0	0	испускают	
emotion	0	0	0	0	0	0	0	0	0	0	эмоция	
emotional	0	0	0	0	0	0	0	0	0	0	эмоциональный	
emotive	0	0	0	0	0	0	0	0	0	0	эмоциональный	
emperor	0	0	0	0	0	0	0	0	0	0	император	
emphasis	0	0	0	0	0	0	0	0	0	0	акцент	
emphatic	0	0	0	0	0	0	0	0	0	0	решительный	
empire	0	0	0	0	0	0	0	0	0	0	империя	
empirical	0	0	0	0	0	0	0	0	0	0	эмпирический	
empiricism	0	0	0	0	0	0	0	0	0	0	эмпиризм	
employer	0	0	0	0	0	0	0	0	0	0	работодатель	
employment	0	0	0	0	0	0	0	0	0	0	трудоустройство	
emporium	0	0	0	0	0	0	0	0	0	0	торговый центр	
empress	0	0	0	0	0	0	0	0	0	0	императрица	
emption	0	0	0	0	0	0	0	0	0	0	освобождение	
empty	0	0	0	0	0	0	0	0	0	0	пустой	
emulsion	0	0	0	0	0	0	0	0	0	0	эмульсия	
enact	0	0	0	0	0	0	0	0	0	0	принимать	
enactment	0	0	0	0	0	0	0	0	0	0	принятие	
enamel	0	0	0	0	0	0	0	0	0	0	эмаль	
encampment	0	0	0	0	0	0	0	0	0	0	лагерь	
enchantment	0	0	0	0	0	0	0	0	0	0	чары	
encircle	0	0	0	0	0	0	0	0	0	0	окружать	
encircling	0	0	0	0	0	0	0	0	0	0	окружающий	
enclose	0	0	0	0	0	0	0	0	0	0	заключать	
encode	0	0	0	0	0	0	0	0	0	0	кодировать	
encompass	0	0	0	0	0	0	0	0	0	0	охватывать	
encounter	0	0	0	0	0	0	0	0	0	0	сталкиваться	
encroach	0	0	0	0	0	0	0	0	0	0	посягать	
encrypt	0	0	0	0	0	0	0	0	0	0	шифровать	
end	0	0	0	0	0	0	0	0	0	0	конец	
ended	0	0	0	0	0	0	0	0	0	0	закончился	
ending	0	0	0	0	0	0	0	0	0	0	окончание	
endorsement	0	0	0	0	0	0	0	0	0	0	поддержка	
endpapers	0	0	0	0	0	0	0	0	0	0	форзацы	
endpoint	0	0	0	0	0	0	0	0	0	0	конечная точка	
energy	0	0	0	0	0	0	0	0	0	0	энергия	
engage	0	0	0	0	0	0	0	0	0	0	привлекать	
engagement	0	0	0	0	0	0	0	0	0	0	помолвка	
engender	0	0	0	0	0	0	0	0	0	0	порождать	
engine	0	0	0	0	0	0	0	0	0	0	двигатель	
engineer	0	0	0	0	0	0	0	0	0	0	инженер	
engineering	0	0	0	0	0	0	0	0	0	0	инженерия	
engrave	0	0	0	0	0	0	0	0	0	0	гравировать	
engraved	0	0	0	0	0	0	0	0	0	0	выгравированный	
engraver	0	0	0	0	0	0	0	0	0	0	гравер	
engraving	0	0	0	0	0	0	0	0	0	0	гравюра	
engrossed	0	0	0	0	0	0	0	0	0	0	поглощенный	
engrossing	0	0	0	0	0	0	0	0	0	0	захватывающий	
enigma	0	0	0	0	0	0	0	0	0	0	загадка	
enjoin	0	0	0	0	0	0	0	0	0	0	предписывать	
